Source,Style,Sub_Style,File_Name,File_Path,Neckline,Sleeve,Print,Length,Fit
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23530902_light-grey-heather---tommy-w-love.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23530902_light-grey-heather---tommy-w-love.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21898_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21898_black-beauty.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_1m87647510680_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_1m87647510680_classic-white.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5375137_scarlet.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5375137_scarlet.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_4417241_sky-captain-flowers.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_4417241_sky-captain-flowers.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5015592_ivory-combo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5015592_ivory-combo.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_6190631_orchid-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_6190631_orchid-ivory.jpg,Collared,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05392419_surf-the-web.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05392419_surf-the-web.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww22157_mini-leaf-print--tapioca.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww22157_mini-leaf-print--tapioca.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_rw00761_silver.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_rw00761_silver.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww21341039_orchid-pink.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww21341039_orchid-pink.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5270222_cerise-multi2x.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5270222_cerise-multi2x.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5735012_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5735012_sky-captain-ivory.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_1656094_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_1656094_light-grey-htr.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05392000_surf-the-web.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05392000_surf-the-web.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Blouse,uktommy_ww0ww20547134_flowery-dot---peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Blouse/uktommy_ww0ww20547134_flowery-dot---peacoat.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6054441_dutch-blue-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6054441_dutch-blue-ivory.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21337403_classic-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21337403_classic-white.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww20547134_flowery-dot---peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww20547134_flowery-dot---peacoat.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5791641_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5791641_sky-captain-ivory.jpg,Off-The-Shoulder,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,tommy_ww0ww20880039_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/tommy_ww0ww20880039_light-grey-htr.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406100_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406100_black-beauty.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_4840808_red.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_4840808_red.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083100_classic-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_1321750_core-navy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_1321750_core-navy.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23589905_light-grey-heather---red-heart.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23589905_light-grey-heather---red-heart.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww21509_speed-patchwork-stp---black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww21509_speed-patchwork-stp---black-beauty.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5605028_sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5605028_sky-captain.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww20490901_peacoat---snow-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww20490901_peacoat---snow-white.jpg,V-Neck,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_1m87657820902_light-pink--classic-white-stripe.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_1m87657820902_light-pink--classic-white-stripe.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5734975_white-provence-gingham.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5734975_white-provence-gingham.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_dw02776_geo-jacquard---medieval-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_dw02776_geo-jacquard---medieval-blue.jpg,High-Neck,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5735012_crystal-blue-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5735012_crystal-blue-ivory.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87640147631_bubblegum.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87640147631_bubblegum.jpg,Collared,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww20620_peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww20620_peacoat.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww22325403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww22325403_midnight.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw03731901_confetti---bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw03731901_confetti---bright-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,tommy_ww0ww21515118_snow-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_ww0ww21515118_snow-white.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww23531372_heather.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww23531372_heather.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww21341039_flame-scarlet.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww21341039_flame-scarlet.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww22323906_classic-white---sky-captain-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww22323906_classic-white---sky-captain-stp.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21686094_black-beauty.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21686094_black-beauty.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_2992396_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_2992396_white.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406403_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406403_classic-white.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23701039_midnight.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23701039_midnight.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5734948_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5734948_white.jpg,Collarless,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,tommy_dw0dw03780038_lt-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_dw0dw03780038_lt-grey-htr.jpg,Scoop,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_4417242_blue-cornell-stripe.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_4417242_blue-cornell-stripe.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5674906_ballerina-pink.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5674906_ballerina-pink.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw04318_black-iris.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw04318_black-iris.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791624_sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791624_sky-captain.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6190658_provence-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6190658_provence-blue.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,tommy_dw0dw04272902_grey-melange---bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/tommy_dw0dw04272902_grey-melange---bright-white.jpg,Scoop,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw03716416_lt-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw03716416_lt-grey-htr.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87650126381_bright-cobalt.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87650126381_bright-cobalt.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791657_ballerina-stripes.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791657_ballerina-stripes.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5605050_ballerina-pink.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5605050_ballerina-pink.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23530904_sky-captain---white-heart.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23530904_sky-captain---white-heart.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21342_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21342_classic-white.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww20548a_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww20548a_classic-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_6054096_ivory-sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_6054096_ivory-sky-captain.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04180901_snow-white---serenity.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04180901_snow-white---serenity.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5696168_white-midnight-heather.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5696168_white-midnight-heather.jpg,Hooded,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5996777_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5996777_white.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_rw00548_meteorite---multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_rw00548_meteorite---multi.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_rw0rw00703461_oxford-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_rw0rw00703461_oxford-blue.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww23532901_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww23532901_classic-white.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww20548100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww20548100_classic-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5899877_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5899877_midnight.jpg,V-Neck,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21287_light-grey-heather.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21287_light-grey-heather.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_4417234_black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_4417234_black.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5605044_ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5605044_ivory.jpg,Scoop,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21687_black-beauty-classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21687_black-beauty-classic-white.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_6054499_blue-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_6054499_blue-white.jpg,Collared,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5735030_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5735030_sky-captain-ivory.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21337403_empire-yellow.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21337403_empire-yellow.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083039_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083039_light-grey-htr.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,tommy_ww0ww22574100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_ww0ww22574100_classic-white.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5791708_crystal-blue-fiore.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5791708_crystal-blue-fiore.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww20547383_peacoat---classic-white-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww20547383_peacoat---classic-white-stp.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04175113_bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04175113_bright-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww22325084_fiesta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww22325084_fiesta.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5439865_sky-captain-multi0x.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5439865_sky-captain-multi0x.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww22292094_classic-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww22292094_classic-white.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_1m87647510474_shirt-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_1m87647510474_shirt-blue.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6095556_stone-grey-heather.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6095556_stone-grey-heather.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Blouse,uktommy_ww0ww20547383_peacoat---classic-white-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Blouse/uktommy_ww0ww20547383_peacoat---classic-white-stp.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5657849_black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5657849_black.jpg,Hooded,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw03644901_bright-white---blue-ribbon.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw03644901_bright-white---blue-ribbon.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5735012_ballerina-pink-black-stripes.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5735012_ballerina-pink-black-stripes.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083400_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083400_navy-blazer.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_dw04194_black-iris.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_dw04194_black-iris.jpg,V-Neck,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5996777_navy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5996777_navy.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6054492_scarlet-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6054492_scarlet-ivory.jpg,Boat,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23623901_sky-captain---flock-hearts.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23623901_sky-captain---flock-hearts.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05391113_barbados-cherry.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05391113_barbados-cherry.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww21339472_classic-polka-dot-prt---navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww21339472_classic-polka-dot-prt---navy-blazer.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23530902_sky-captain---white-heart.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23530902_sky-captain---white-heart.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,tommy_dw0dw03738416_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/tommy_dw0dw03738416_navy-blazer.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_dw0dw04300689_ski-patrol.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_dw0dw04300689_ski-patrol.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04501901_poppy-red---bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04501901_poppy-red---bright-white.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw03636902_aqua-foam---serenity.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw03636902_aqua-foam---serenity.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw03710902_mid-grey-htr-multi.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw03710902_mid-grey-htr-multi.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5098658_ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5098658_ivory.jpg,Scoop,Long Sleeve,,NA,NA
